age,gender,income,education_level,purchase_frequency,avg_order_value,days_since_last_purchase,email_open_rate,loyalty_points,support_tickets
19,Non-binary,29535.17,Some College,2,23.8,105,0.168,293.0,1
55,Female,43041.07,Master,0,28.54,77,0.15,1112.0,1
40,Female,32050.21,Master,1,5.0,102,0.148,124.0,0
57,Male,65868.9,Bachelor,9,193.46,3,0.784,13650.0,0
27,Male,70537.3,Bachelor,0,71.35,57,0.19,271.0,1
20,Male,35083.34,Bachelor,4,359.7,147,0.166,4830.0,4
47,Male,47847.15,Doctorate,8,227.57,62,0.349,3611.0,2
47,Female,49705.81,Doctorate,1,316.85,119,0.024,1366.0,2
48,Female,72333.87,Bachelor,6,223.8,10,0.936,7323.0,0
41,Female,56834.11,Some College,3,145.32,121,0.073,3629.0,1
32,Male,38904.49,Some College,0,34.02,82,0.099,1106.0,2
41,Female,58068.41,Some College,8,225.97,7,0.622,938.0,0
58,Male,61459.81,Bachelor,4,116.7,16,0.728,3227.0,0
28,Female,47986.43,Bachelor,2,212.28,110,0.453,4495.0,1
42,Male,75859.94,Bachelor,5,289.84,3,0.943,3994.0,0
41,Male,62677.55,Some College,0,124.07,125,0.396,6587.0,5
39,Male,67855.15,Bachelor,0,10.98,88,0.252,1011.0,1
28,Male,68436.65,Bachelor,4,159.75,60,0.1,7045.0,8
24,Female,50780.41,Bachelor,4,125.62,11,0.705,1405.0,2
45,Female,46486.48,Bachelor,4,45.74,7,0.473,3303.0,0
29,Male,62030.78,Master,0,87.22,89,0.344,5238.0,4
57,Female,37986.44,Bachelor,7,104.3,28,0.599,3881.0,2
43,Female,31714.53,Some College,6,112.61,23,0.784,3516.0,0
41,Female,55996.35,Bachelor,9,237.92,2,0.745,8183.0,0
47,Female,54978.02,Some College,2,58.47,106,0.462,380.0,1
40,Male,45839.13,Some College,5,197.3,10,0.774,2286.0,0
25,Female,47874.57,Bachelor,1,10.52,116,0.054,537.0,2
39,Male,45353.67,High School,2,27.91,61,0.583,288.0,0
71,Male,27237.6,Some College,4,144.83,80,0.356,4839.0,2
28,Male,62463.31,Master,9,323.95,8,0.819,8582.0,0
23,Female,52474.61,Bachelor,8,249.9,32,0.485,1768.0,1
28,Male,30295.66,Some College,8,101.01,28,0.796,404.0,1
37,Male,108562.82,Bachelor,4,148.58,10,0.373,871.0,1
62,Female,60200.09,Doctorate,10,235.21,5,0.68,5883.0,1
44,Male,65021.2,Some College,1,200.26,93,0.125,4484.0,4
61,Male,65630.33,Master,2,216.13,71,0.334,5760.0,2
46,Male,65043.31,Bachelor,7,277.22,14,0.71,1056.0,5
51,Female,59554.0,Some College,8,96.17,14,0.67,548.0,2
50,Male,33420.33,Bachelor,8,48.75,19,0.704,1607.0,1
21,Female,67899.66,Master,7,415.82,3,0.575,3957.0,0
33,Male,28533.68,Bachelor,4,105.27,20,0.915,917.0,0
58,Female,51037.87,Bachelor,10,500.0,11,0.713,13006.0,0
46,Female,96964.04,Bachelor,11,264.92,10,0.888,9404.0,0
41,Male,70555.58,Some College,5,60.26,15,0.826,3597.0,1
43,Non-binary,42345.8,Bachelor,6,189.08,11,0.542,1762.0,0
58,Male,40248.24,Bachelor,4,106.07,29,0.704,2518.0,0
35,Male,28286.27,Master,4,58.11,47,0.447,110.0,0
45,Male,55101.71,Some College,0,30.75,98,0.444,557.0,0
47,Female,78299.57,Master,10,232.4,9,0.802,5332.0,0
53,Male,60622.18,Bachelor,4,175.52,28,0.683,3413.0,2
29,Female,53821.04,Bachelor,1,10.69,57,0.532,243.0,0
46,Male,101937.65,Doctorate,6,148.33,13,0.925,15042.0,1
35,Female,65925.14,Master,2,155.32,73,0.217,1883.0,2
37,Female,69141.8,High School,4,107.67,32,0.645,7523.0,1
40,Male,84200.42,Master,2,295.28,70,0.62,12978.0,2
33,Female,84715.63,Doctorate,2,144.68,123,0.147,5499.0,5
49,Female,79242.76,High School,9,449.98,13,0.904,10622.0,1
38,Male,60784.45,Master,6,259.4,2,0.729,14502.0,0
23,Male,65800.86,Some College,0,52.99,109,0.406,133.0,2
18,Male,46782.39,Bachelor,7,406.09,116,0.051,2762.0,5
20,Male,43546.29,Master,4,55.04,8,0.62,1970.0,1
43,Female,67206.82,Master,1,325.16,91,0.603,3371.0,4
42,Female,62081.76,Some College,13,348.24,11,0.848,8973.0,1
29,Female,54237.09,High School,0,5.0,117,0.619,826.0,0
38,Male,63453.99,High School,4,44.39,58,0.272,314.0,2
27,Female,67945.28,Doctorate,11,155.08,6,0.692,2870.0,1
43,Male,64256.69,Some College,12,288.68,8,0.944,13381.0,1
18,Female,42799.8,Some College,1,11.53,78,0.254,655.0,0
38,Female,82007.87,Master,8,390.99,4,0.835,6656.0,0
44,Female,100005.27,Some College,5,231.86,71,0.087,1643.0,1
35,Non-binary,41933.04,Some College,9,55.94,22,0.825,1023.0,0
34,Male,36436.29,Master,5,29.39,9,0.645,1479.0,1
41,Female,32055.6,Some College,4,25.71,89,0.14,1322.0,1
41,Female,71198.47,Bachelor,2,233.65,118,0.147,2794.0,4
52,Male,52071.25,Some College,6,209.27,26,0.559,2945.0,2
49,Female,60667.9,Some College,4,195.75,75,0.13,1662.0,4
52,Male,52696.46,Some College,6,57.79,25,0.807,1609.0,0
38,Female,85098.94,Bachelor,11,377.76,1,0.863,8043.0,0
35,Male,39999.26,Some College,3,183.39,26,0.373,1554.0,0
26,Male,13155.84,High School,2,24.38,75,0.378,285.0,0
41,Female,69956.85,Bachelor,0,242.72,123,0.267,3389.0,2
31,Male,127169.75,Some College,5,183.16,17,0.354,1846.0,0
48,Male,94987.46,Some College,11,443.04,11,0.968,11145.0,1
46,Female,84522.76,Master,5,89.71,67,0.199,4295.0,3
27,Female,60959.63,Bachelor,4,138.28,81,0.079,5158.0,1
38,Male,38667.43,Master,2,224.9,124,0.625,9393.0,5
40,Female,50275.48,Bachelor,2,15.85,76,0.349,1060.0,0
54,Non-binary,91502.8,Bachelor,11,352.64,2,0.756,8817.0,1
22,Male,499845.98660038935,Bachelor,2,277.12,64,0.297,1991.0,5
61,Non-binary,75152.02,Doctorate,1,90.46,18,0.534,4398.0,1
31,Non-binary,77293.83,Some College,0,41.36,97,0.279,576.0,0
46,Male,53803.55,Some College,4,257.1,126,0.567,7366.0,7
37,Female,,Some College,6,51.59,32,0.634,2347.0,1
38,Female,,Doctorate,5,223.31,9,0.744,7850.0,1
36,Female,65430.76,Some College,6,500.0,79,0.423,4981.0,0
42,Male,51133.27,Doctorate,11,391.26,5,0.938,10212.0,1
33,Female,61030.5,Bachelor,6,26.38,20,0.362,5466.0,1
18,Male,70559.84,Bachelor,3,84.24,16,0.665,5395.0,3
23,Female,42288.97,Some College,5,310.29,25,0.77,4454.0,2
46,Male,23072.77,Some College,1,32.87,51,0.28,486.0,2
20,Female,80182.47,Some College,2,117.05,130,0.452,5951.0,3
25,Female,63004.6,Master,1,189.81,123,0.12,6904.0,5
34,Female,33396.88,Bachelor,3,204.66,18,0.295,608.0,1
31,Male,65643.38,Bachelor,3,137.96,13,0.596,3035.0,2
25,Male,75859.82,Bachelor,4,196.04,87,0.249,6510.0,2
18,Male,55566.49,Some College,0,47.31,91,0.128,884.0,1
46,Non-binary,59675.39,Bachelor,8,500.0,3,0.603,7732.0,0
50,Female,59608.46,Bachelor,1,75.97,19,0.59,1238.0,2
38,Female,111652.4,Some College,13,498.76,5,0.564,9604.0,2
30,Female,40670.96,Bachelor,2,23.07,99,0.037,972.0,1
28,Female,95986.69,Bachelor,10,214.85,5,0.545,10886.0,1
38,Male,56585.37,Bachelor,3,72.2,31,0.497,4254.0,0
50,Male,40154.5,Bachelor,10,249.35,9,0.566,9196.0,0
33,Male,24055.9,Some College,1,12.58,62,0.204,366.0,1
37,Female,102812.26,Some College,3,168.21,33,0.605,5305.0,2
29,Female,116584.11,Bachelor,6,203.92,10,0.869,21070.0,0
22,Male,72092.73,Some College,2,32.03,58,0.493,197.0,0
45,Female,46343.26,High School,1,24.6,112,0.442,725.0,3
32,Female,31650.15,High School,3,35.02,111,0.198,511.0,2
57,Female,44464.34,Master,2,55.77,23,0.544,3244.0,1
39,Female,70987.82,Bachelor,0,5.0,91,0.12,577.0,0
44,Male,91527.3,Bachelor,2,202.36,78,0.33,2490.0,3
38,Female,42597.49,Some College,7,44.74,25,0.564,1853.0,2
44,Female,53933.62,Bachelor,2,97.95,74,0.338,4214.0,0
46,Male,78639.23,Doctorate,1,105.31,148,0.107,2537.0,1
24,Female,43589.34,Bachelor,2,9.76,99,0.492,930.0,2
52,Male,88497.32,Master,16,500.0,2,0.772,5833.0,0
36,Female,37789.16,Bachelor,2,185.83,149,0.224,4062.0,4
41,Female,52260.38,Master,13,328.87,4,0.688,11413.0,1
34,Female,37639.52,High School,3,188.06,27,0.88,3627.0,0
29,Male,79100.73,Some College,8,34.52,23,0.705,1686.0,1
48,Female,23549.21,Bachelor,2,54.08,63,0.126,18.0,0
43,Male,73248.53,Some College,8,143.33,9,0.759,9350.0,1
42,Female,79646.48,High School,3,277.71,118,0.392,6886.0,5
45,Male,30101.06,Master,1,168.19,121,0.083,1867.0,1
27,Male,46651.69,Bachelor,4,51.21,74,0.219,248.0,2
57,Female,74477.82,Some College,11,354.63,3,0.604,7533.0,1
49,Male,77937.94,Bachelor,6,68.43,13,0.562,3504.0,0
37,Female,50413.86,High School,3,182.23,108,0.111,5420.0,2
37,Female,29355.79,High School,1,16.92,86,0.424,271.0,1
46,Female,55756.37,Some College,3,173.3,84,0.151,6099.0,1
31,Male,31393.63,Bachelor,3,37.8,93,0.363,4138.0,3
32,Male,68194.16,High School,0,5.0,84,0.316,110.0,0
52,Female,26595.44,Bachelor,0,35.59,61,0.221,860.0,1
48,Male,49263.09,High School,7,158.16,69,0.163,4108.0,7
41,Male,32513.12,High School,0,123.72,114,0.323,777.0,2
43,Female,76269.17,Bachelor,8,236.63,6,0.608,6984.0,0
45,Female,55731.56,Master,2,175.72,74,0.221,5185.0,3
53,Female,85280.75,Doctorate,11,248.0,2,0.96,7696.0,0
51,Male,49995.74,Some College,5,36.24,25,0.496,4645.0,2
54,Male,48806.34,Bachelor,2,188.48,33,0.551,5173.0,1
40,Male,44095.67,High School,1,194.48,59,0.301,596.0,0
40,Female,96394.46,High School,3,164.27,91,0.14,3585.0,3
32,Non-binary,39609.26,High School,3,198.33,10,0.749,2868.0,0
18,Female,54042.36,High School,0,37.79,65,0.548,122.0,0
23,Female,58552.59,Master,4,137.54,17,0.449,2718.0,1
40,Female,47256.78,Bachelor,3,146.13,66,0.139,2526.0,0
31,Female,25359.2,Bachelor,1,36.7,68,0.324,829.0,0
42,Female,478401.3059334343,Master,2,141.11,73,0.204,1354.0,2
43,Female,64256.95,Master,8,184.8,5,0.626,11494.0,1
52,Female,60280.58,Some College,1,271.93,98,0.249,2730.0,5
18,Male,66834.32,Some College,2,159.85,143,0.108,5936.0,4
51,Female,44506.12,High School,1,95.74,97,0.234,2472.0,2
41,Male,48286.3,High School,2,125.24,145,0.276,4627.0,2
28,Female,34471.22,High School,2,48.23,117,0.106,77.0,0
48,Female,45649.11,High School,2,228.7,107,0.214,2738.0,1
46,Female,101325.24,Master,12,298.64,2,0.888,15129.0,0
42,Male,80407.46,Bachelor,12,258.17,12,0.966,5376.0,0
35,Female,61905.56,Bachelor,0,87.93,77,0.366,4630.0,4
26,Male,62851.38,Bachelor,2,153.19,113,0.152,6057.0,3
48,Female,90823.18,Bachelor,6,129.29,9,0.6,7961.0,0
45,Male,42939.03,High School,2,146.93,32,0.318,5082.0,2
46,Female,71652.79,Bachelor,6,88.6,11,0.728,2566.0,2
33,Female,27675.34,Master,4,118.52,15,0.892,3076.0,1
45,Male,39558.54,Bachelor,3,148.6,34,0.782,1049.0,1
38,Female,99825.33,Master,9,105.62,31,0.384,5762.0,2
36,Female,30626.67,Some College,1,21.24,106,0.383,415.0,1
22,Female,30391.8,Bachelor,2,86.44,49,0.232,952.0,1
33,Non-binary,121770.97,Master,3,336.08,81,0.13,840.0,3
62,Female,76576.36,Master,4,23.5,7,,1666.0,2
40,Male,41301.23,Some College,4,134.62,140,0.427,5396.0,3
37,Female,71468.39,Master,4,292.87,2,0.802,10551.0,1
22,Female,30683.64,Some College,0,17.4,109,0.113,1199.0,1
18,Female,90321.19,Some College,0,66.22,75,0.113,914.0,0
22,Female,16336.22,Some College,1,10.51,97,0.168,263.0,0
38,Female,58489.79,Bachelor,2,162.01,71,0.743,2450.0,2
25,Male,38409.44,Bachelor,1,16.29,101,0.354,795.0,1
53,Male,71315.96,Doctorate,7,152.28,6,0.889,3903.0,0
52,Female,34697.76,Bachelor,4,156.37,82,0.231,6037.0,2
40,Male,54606.88,Some College,2,66.64,119,0.081,2506.0,4
44,Female,,Some College,4,101.38,24,0.788,1889.0,0
39,Female,28614.29,Some College,1,21.5,113,0.346,1174.0,1
42,Male,50467.48,Some College,1,56.98,69,0.334,299.0,0
38,Female,42505.6,High School,3,21.35,53,0.293,104.0,1
30,Male,41049.88,Some College,4,10.84,99,0.155,529.0,1
47,Non-binary,49630.59,Bachelor,11,1451.1184160113937,11,0.826,6532.0,0
33,Female,40459.17,Some College,4,240.46,134,0.352,3120.0,2
42,Male,51367.26,Some College,8,370.53,1,0.892,9456.0,0
47,Female,48835.46,Some College,9,309.88,5,0.78,10107.0,0
33,Female,28952.41,Bachelor,2,11.94,82,0.249,17.0,0
30,Male,42191.85,Bachelor,4,105.37,118,0.12,4580.0,1
23,Male,56121.86,Master,16,226.46,1,0.698,7374.0,0
32,,59158.74,High School,2,500.0,85,0.418,3402.0,5
54,Female,69855.34,Master,4,213.99,129,0.087,5761.0,2
54,Male,47271.57,Some College,8,67.46,17,0.518,4415.0,1
24,Female,62651.14,Some College,0,22.34,47,0.23,417.0,0
44,Female,64477.75,Bachelor,5,201.28,25,0.479,6784.0,3
41,Female,54912.79,High School,5,262.08,18,0.251,1292.0,1
26,Female,55810.69,Master,5,,124,0.297,1505.0,3
46,Male,46428.8,Master,5,84.72,18,0.489,5470.0,0
37,Female,45406.87,Bachelor,2,168.6,125,0.26,2925.0,2
40,Female,60884.45,Bachelor,16,442.52,10,0.757,10132.0,2
18,Male,36755.42,High School,3,112.94,84,0.071,1436.0,0
38,Male,54932.52,Bachelor,3,37.86,26,0.903,1488.0,1
35,Female,120275.05,Bachelor,9,254.67,11,0.823,4900.0,0
28,Female,96507.66,Master,11,281.35,13,0.426,9831.0,0
48,Male,43813.25,Bachelor,1,80.21,21,0.53,3067.0,0
34,Male,69157.29,Some College,6,47.73,7,0.624,1460.0,1
32,Female,85187.09,Bachelor,4,248.02,3,0.891,6986.0,0
52,Non-binary,31494.76,Some College,2,41.28,73,0.409,1110.0,2
48,Female,26788.28,Some College,1,176.47,145,0.271,7453.0,4
25,Male,35947.2,Master,1,26.56,86,0.401,237.0,1
39,Female,32063.98,Some College,5,11.64,58,0.315,152.0,0
29,Female,37784.03,Bachelor,4,65.94,7,0.814,1918.0,2
45,Female,50158.75,Bachelor,6,328.68,1,0.98,8267.0,0
47,Male,79428.13,Bachelor,11,115.74,7,0.448,,0
44,Male,74576.05,Bachelor,8,226.55,18,0.168,653.0,2
50,Female,46138.19,Doctorate,2,143.41,118,0.202,8321.0,2
42,Female,42019.51,Bachelor,9,188.46,23,0.904,,0
34,Female,51630.3,Some College,7,197.35,19,0.508,6952.0,2
54,Female,74617.0,Doctorate,5,234.97,22,0.712,1107.0,0
35,Female,28527.6,High School,4,30.49,81,0.07,1175.0,0
61,Female,90226.52,Master,9,282.75,12,0.667,13409.0,0
50,Female,38502.5,Master,2,77.2,11,0.517,1215.0,0
46,Male,87390.63,Master,10,277.22,7,0.783,14355.0,0
31,Male,34579.32,Master,2,13.08,91,0.294,482.0,3
34,Female,32981.3,Master,5,203.89,126,0.553,5268.0,2
38,Male,54110.99,High School,0,82.27,13,0.348,3765.0,0
29,Female,46329.46,Bachelor,3,437.3,108,0.147,3930.0,4
38,Female,56505.39,Bachelor,4,136.99,34,0.413,2250.0,1
44,Male,35842.6,Some College,2,11.04,112,0.502,1189.0,1
38,Male,104143.74,Master,1,298.56,145,0.068,3901.0,2
50,Female,83682.67,Master,7,191.6,4,0.714,6813.0,0
50,Female,48460.52,Some College,4,301.52,130,0.058,4643.0,3
47,Female,77569.07,Some College,5,146.69,34,0.737,4611.0,2
42,Male,59428.72,Bachelor,11,438.06,6,0.853,7357.0,1
47,Female,83133.43,Some College,3,78.95,96,0.153,40192.26437933232,3
50,Female,58642.68,Master,5,469.88,6,0.689,3707.0,0
56,Female,52717.0,Bachelor,7,179.56,10,0.34,1264.0,0
36,Non-binary,70185.22,Some College,10,278.49,12,0.649,12310.0,0
46,Female,103590.18,Bachelor,5,216.11,4,0.97,11175.0,2
53,Female,51433.59,Some College,0,157.3,133,0.276,5316.0,2
45,Female,65778.65,Master,3,86.89,32,0.533,1675.0,2
49,Non-binary,76108.6,Master,7,66.06,20,0.643,1204.0,2
23,Female,81374.9,High School,3,147.61,122,0.556,4234.0,5
24,Female,70625.28,Bachelor,7,463.86,9,0.972,9621.0,1
48,Male,64729.87,Doctorate,8,500.0,2,0.81,2774.0,1
23,Female,40938.96,Some College,2,141.52,11,0.726,3763.0,2
49,Female,23086.05,Bachelor,2,2052.9793836094277,104,0.143,201.0,3
56,Female,47023.75,Some College,4,359.3,9,0.939,11533.0,0
47,Female,23039.15,Some College,2,44.51,106,0.485,348.0,2
44,Female,39431.8,Some College,2,21.55,84,0.177,316.0,0
48,Female,84386.81,Bachelor,5,337.43,12,0.815,7583.0,1
46,Male,93730.61,Master,7,371.06,9,0.799,6011.0,1
57,Female,51216.13,Doctorate,3,497.96,149,0.193,2462.0,4
45,Male,70912.7,Bachelor,9,137.5,23,0.603,1490.0,0
36,Female,34361.6,Some College,2,73.51,111,0.437,683.0,2
35,Female,59170.94,Bachelor,3,217.35,94,0.239,1334.0,2
31,Male,29632.46,Bachelor,1,21.4,82,0.216,761.0,0
33,Female,48375.51,High School,2,34.08,85,0.457,262.0,0
36,Female,61146.1,Some College,3,97.8,28,0.716,4136.0,2
50,Female,77260.9,Bachelor,11,373.67,9,0.915,12460.0,0
44,Male,72924.52,Some College,2,74.14,113,0.526,9973.0,1
50,Male,79953.54,Master,5,111.14,88,0.243,4928.0,0
36,Female,94187.68,Doctorate,13,340.38,5,0.832,8662.0,1
27,Female,54503.08,Bachelor,1,49.56,48,0.11,597.0,0
18,Female,63353.19,Bachelor,3,62.0,12,0.657,2421.0,0
52,Female,39624.98,Bachelor,5,108.59,21,0.837,365.0,0
24,Female,22789.93,High School,1,30.4,76,0.051,686.0,1
53,Female,48208.69,High School,3,142.34,10,0.486,3210.0,0
39,Male,40949.87,Bachelor,5,56.85,31,0.296,1956.0,0
37,Male,48815.39,Some College,1,57.65,111,0.555,239.0,3
35,Female,85917.64,Doctorate,11,150.86,7,0.732,11448.0,0
49,Male,61601.37,Master,12,500.0,11,0.809,9532.0,0
36,Female,51281.41,Some College,1,37.21,76,0.728,374.0,1
40,Female,52929.7,High School,5,110.56,10,0.699,1922.0,0
36,Male,47060.97,Some College,1,112.94,97,0.02,4368.0,4
51,Male,121728.16,Bachelor,5,303.73,12,0.579,9450.0,0
31,Male,71088.69,Bachelor,2,95.57,80,0.269,3656.0,5
33,Male,58210.85,Master,4,100.01,32,0.412,4914.0,2
41,Male,60299.19,Some College,5,118.1,110,0.619,3996.0,3
44,Male,47846.85,Bachelor,6,299.49,32,0.645,1285.0,0
58,Female,64277.8,Bachelor,2,191.2,29,0.496,575.0,1
43,Female,36780.77,Some College,1,16.97,53,0.299,399.0,0
50,Male,74931.57,High School,3,146.7,18,0.551,2449.0,0
60,Female,51887.75,High School,3,82.91,34,0.762,5357.0,0
41,Male,47347.37,Bachelor,4,32.93,26,0.668,1447.0,2
30,Male,58465.97,Master,4,146.08,107,0.209,4672.0,6
22,Male,70856.33,Bachelor,8,112.43,24,0.859,3825.0,2
50,Female,66144.86,Bachelor,4,69.74,31,0.444,3502.0,2
31,Male,43563.58,Some College,1,85.71,76,0.186,119.0,0
51,Female,83058.34,Some College,7,185.33,20,0.53,1457.0,0
42,Female,59210.96,High School,3,98.28,8,0.69,6092.0,2
45,Female,50960.23,Bachelor,5,224.14,13,0.644,743.0,1
51,Female,61245.35,Bachelor,8,100.58,34,0.303,5636.0,1
46,Male,60260.15,Master,5,320.94,70,0.113,3752.0,3
38,Female,85630.24,Some College,4,179.1,128,0.316,6193.0,1
52,Male,70447.0,Some College,4,94.43,8,0.787,839.0,2
47,Female,61950.15,Master,8,249.67,7,0.864,6669.0,2
37,Male,49720.8,Bachelor,5,118.03,116,0.32,3896.0,2
70,Male,77295.93,Bachelor,1,199.96,79,0.22,1681.0,3
28,Female,65649.62,Some College,11,444.71,4,0.844,7764.0,0
42,Male,59898.1,High School,6,279.45,137,0.043,2897.0,1
45,Male,62389.55,Bachelor,2,124.77,119,0.302,8877.0,1
41,Female,85433.43,Bachelor,3,1576.748672184113,93,0.269,3500.0,2
24,Male,60570.98,High School,4,87.31,8,0.657,2737.0,1
39,Male,41940.95,Some College,1,14.38,72,0.057,266.0,0
33,Male,36795.36,Some College,1,75.37,49,0.568,276.0,2
34,Female,89126.32,Bachelor,8,98.38,30,0.762,2555.0,0
66,Female,59606.43,Some College,10,9.99,29,0.591,3212.0,3
54,Female,79717.1,Master,6,158.23,27,0.633,2960.0,1
46,Female,85097.89,High School,11,388.31,3,0.804,5243.0,0
53,Male,68600.24,Bachelor,9,142.28,5,0.818,12507.0,1
49,Female,68219.13,High School,1,271.55,104,0.261,4384.0,4
40,Female,50205.35,High School,1,26.19,104,0.02,538.0,1
30,Female,59537.66,Bachelor,4,157.59,18,0.821,3778.0,3
44,Male,40028.53,High School,4,185.71,72,0.269,1809.0,1
47,Female,72255.21,High School,3,268.21,73,0.43,4101.0,2
52,Male,57917.3,Some College,5,182.77,143,0.43,5314.0,3
55,Female,26136.61,High School,3,285.02,75,0.119,3945.0,5
29,Female,81717.66,Some College,5,128.11,116,0.108,7262.0,1
48,Female,51001.31,Some College,7,100.21,16,0.829,657.0,0
55,Female,62710.95,Some College,6,215.35,19,0.735,5377.0,2
37,Male,77133.99,Master,9,140.3,11,0.686,583.0,1
39,Male,83924.22,Bachelor,8,241.25,1,0.758,5431.0,1
57,Non-binary,99662.83,High School,1,121.48,112,0.123,10985.0,3
58,Male,95487.21,Bachelor,4,124.78,25,0.87,741.0,2
42,Male,61925.88,Some College,7,359.8,7,0.515,7921.0,0
53,Male,58188.96,High School,4,337.63,24,0.405,730.0,1
18,Female,34438.6,High School,0,59.63,54,0.079,1160.0,0
35,Female,42958.16,High School,1,9.29,71,0.325,874.0,1
24,Male,25010.15,High School,1,12.29,98,0.525,430.0,0
19,Female,37116.92,Some College,0,239.61,119,0.379,6050.0,1
48,Female,45254.1,Bachelor,1,48.36,20,0.491,665.0,4
34,Female,48042.48,Some College,2,297.05,112,0.02,1450.0,7
33,Male,70932.99,High School,7,,7,0.904,9338.0,1
44,Male,36173.02,Bachelor,1,19.25,57,0.191,297.0,1
47,Male,25043.05,Some College,1,39.56,48,0.114,94.0,2
43,Male,52629.72,Bachelor,3,152.61,143,0.156,4237.0,1
41,Male,41789.32,Some College,5,92.3,12,0.652,3050.0,3
63,Female,36468.86,Bachelor,2,133.76,69,0.181,5062.0,3
30,Female,24922.17,Bachelor,0,11.57,94,0.147,41.0,2
39,Male,64374.15,Bachelor,7,283.65,3,0.835,7005.0,0
43,Female,67893.37,Master,2,348.4,63,0.271,3354.0,3
18,Male,41150.11,Bachelor,0,88.98,8,0.789,757.0,0
45,Male,52197.35,Some College,6,145.87,16,0.764,1759.0,1
18,Female,58730.71,Some College,4,286.18,87,0.169,4551.0,3
37,Male,70987.02,Some College,0,54.19,17,0.521,5184.0,0
28,Male,94307.23,Bachelor,6,113.71,14,0.595,2080.0,1
53,Male,47212.88,Bachelor,5,32.76,22,0.604,3316.0,0
34,Female,26571.76,Bachelor,1,81.41,20,0.628,3085.0,2
20,Female,46392.84,Some College,2,500.0,109,0.477,10110.0,2
39,Male,51624.72,Bachelor,3,223.18,125,0.111,4643.0,4
18,Male,36240.4,Bachelor,4,147.13,12,0.848,4716.0,3
48,Male,81510.36,Bachelor,2,99.07,100,0.248,10126.0,2
42,Male,60623.01,Some College,2,16.56,71,0.113,1217.0,0
36,Male,21397.76,Some College,1,60.43,95,0.063,465.0,1
40,Female,66617.9,Master,7,140.7,9,0.761,7493.0,0
42,Female,60802.8,Bachelor,3,172.26,81,0.136,4760.0,3
30,Female,26015.28,Some College,0,38.09,95,0.268,493.0,0
40,Male,21214.62,Some College,3,34.82,45,0.06,363.0,1
51,Female,91647.71,Doctorate,11,431.41,3,0.951,8968.0,0
39,Female,55364.07,Master,2,213.86,129,,3536.0,4
35,Male,50337.77,Some College,0,37.02,102,0.127,2291.0,0
50,Male,26705.43,Master,4,85.97,7,0.853,1458.0,1
53,Female,62447.17,Doctorate,7,500.0,3,0.832,6449.0,0
30,Female,64747.58,Some College,1,127.82,13,0.554,2537.0,1
53,Female,28050.88,Bachelor,2,31.03,84,0.325,1191.0,0
27,Female,28086.95,Doctorate,0,41.33,90,0.189,538.0,3
46,Male,61730.54,Some College,2,219.14,32,0.658,5697.0,0
47,Male,45228.76,Some College,3,91.58,12,0.688,3047.0,0
44,Female,81044.51,Bachelor,2,236.99,131,0.265,3474.0,0
50,Female,60181.31,Master,10,257.5,1,0.833,9296.0,0
52,Male,60144.7,Doctorate,12,214.47,3,0.841,17302.0,0
52,Male,57841.43,Some College,2,232.82,119,0.566,6607.0,1
41,Female,57459.15,Bachelor,5,98.52,16,0.787,768.0,2
34,Female,41435.17,Bachelor,5,94.21,15,0.681,2317.0,0
31,Male,48596.69,Bachelor,2,42.86,141,0.204,3159.0,3
46,Male,53338.4,Bachelor,1,73.19,31,0.475,1907.0,2
57,Female,64305.35,Master,9,104.49,6,0.75,14932.0,0
39,Male,47607.28,Some College,2,71.57,97,0.317,4351.0,2
22,Male,20421.32,High School,4,11.57,60,0.143,14.0,1
37,Non-binary,45747.74,Some College,7,154.74,13,0.679,4027.0,0
26,Female,37261.37,High School,4,11.62,63,0.323,417.0,1
37,Non-binary,26111.53,Some College,0,23.43,88,0.099,753.0,1
36,Male,64731.93,Master,6,144.17,12,0.617,2050.0,0
58,Male,37406.1,Some College,0,92.61,14,0.625,1412.0,0
43,Non-binary,52085.04,Bachelor,4,244.31,107,0.179,6254.0,2
52,Female,76347.97,Some College,2,139.62,101,0.086,3812.0,3
39,Female,20674.83,Some College,3,180.54,145,0.259,2689.0,3
38,Male,67924.33,Some College,3,210.35,30,0.629,7761.0,0
52,Female,44905.58,Some College,3,146.42,13,0.862,1851.0,1
42,Male,54174.91,Master,3,46.82,19,0.502,2297.0,1
59,Female,21804.37,Some College,2,35.66,85,0.275,102.0,1
27,Female,77586.29,High School,3,399.39,64,0.082,6747.0,6
37,Male,64092.09,Some College,9,154.55,13,0.46,1381.0,1
62,Male,68548.93,Master,6,47.55,20,0.616,1631.0,0
36,Male,51542.03,Bachelor,3,132.12,112,0.265,3693.0,5
20,Female,53848.66,Master,6,159.7,21,0.42,8476.0,0
31,Male,18191.51,Some College,0,5.0,53,0.091,949.0,1
45,Female,39921.95,Some College,1,134.33,67,0.12,156.0,0
35,Male,90182.15,Bachelor,10,258.31,10,0.462,8958.0,0
27,Female,94219.98,Master,1,186.77,130,0.229,8184.0,2
18,Female,30687.53,Bachelor,1,17.57,102,0.082,171.0,0
22,Male,44920.47,Some College,2,188.6,74,0.103,6502.0,4
29,Male,83866.24,Bachelor,5,106.06,115,0.116,3446.0,3
40,Male,50034.83,Some College,3,184.46,64,0.519,4344.0,2
34,Female,44362.04,Master,3,49.61,27,0.742,3115.0,1
